Address,LU post groups,LU prior groups,Prior Year,TOTAL VALUE post,TOTAL VALUE prior,YR BUILT prior (bin) 2,ZIPCODE post (group),Latitude,Longitude
3280 WASHINGTON ST,CM,CD,2022,0.0,644200.0,1990.0,02130,42.3108238,-71.1028991
1882 RIVER ST,CM,CD,2022,0.0,577400.0,2010.0,02136,42.2429888,-71.14225069999999
1436 HYDE PARK AV,CM,CD,2022,0.0,406900.0,2000.0,02136,42.2496172,-71.1263112
1401 CENTRE ST,CM,CD,2022,0.0,689200.0,2000.0,02132,42.2947999,-71.13605849999999
1241 ADAMS ST,CM,CD,2022,0.0,420300.0,1900.0,02124,42.2713267,-71.0694396
985 TREMONT ST,CM,CD,2022,0.0,241100.0,2000.0,02120,42.3371932,-71.0846032
847 CANTERBURY ST,CM,CD,2022,0.0,368100.0,1920.0,02131,42.2811223,-71.1141353
812 CENTRE ST,CM,CD,2022,0.0,581300.0,1800.0,02130,42.3085555,-71.1182286
801 E FOURTH ST,CM,CD,2022,0.0,664700.0,1920.0,02127,42.3347382,-71.0315533
794 CANTERBURY ST,CM,CD,2022,0.0,321700.0,1980.0,02131,42.2824073,-71.1123856
707 E SIXTH ST,CM,CD,2022,0.0,615400.0,1980.0,02127,42.3330111,-71.0321151
694 COLUMBIA RD,CM,CD,2022,0.0,314600.0,2000.0,02125,42.3202346,-71.06232800000001
685 E FIFTH ST,CM,CD,2022,0.0,907600.0,1980.0,02127,42.3337688,-71.03254439999999
636 E EIGHTH ST,CM,CD,2022,0.0,517800.0,1900.0,02127,42.33163500000001,-71.0360178
628 CANTERBURY ST,CM,CD,2022,0.0,235900.0,1980.0,02131,42.2868963,-71.11011979999999
621 CUMMINS HW,CM,CD,2022,0.0,202000.0,1950.0,02136,42.2527785,-71.1299976
550 DORCHESTER AV,CM,CD,2022,0.0,635200.0,2000.0,02127,42.3306914,-71.0567312
534 DORCHESTER AV,CM,CD,2022,0.0,555300.0,2000.0,02127,42.3310372,-71.0567642
530 E EIGHTH ST,CM,CD,2022,0.0,714500.0,1910.0,02127,42.3314876,-71.04032459999999
527 ASHMONT ST,CM,CD,2022,0.0,349500.0,1900.0,02122,42.2889743,-71.0518601
483 HYDE PARK AV,CM,CD,2022,0.0,255700.0,2000.0,02131,42.283823,-71.1192559
432 SAVIN HILL AV,CM,CD,2022,0.0,563800.0,1980.0,02125,42.3111645,-71.0522865
429 GALLIVAN BLVD,CM,CD,2022,0.0,679200.0,2000.0,02124,42.2815838,-71.0598629
424 SAVIN HILL AV,CM,CD,2022,0.0,586900.0,1980.0,02125,42.3115066,-71.05205780000001
404 E THIRD ST,CM,CD,2022,0.0,1217200.0,2000.0,02127,42.3364424,-71.0440531
398 POPLAR ST,CM,CD,2022,0.0,325800.0,1960.0,02131,42.2771486,-71.1249339
392 W FIRST ST,CM,CD,2022,0.0,1069300.0,2010.0,02127,42.3378871,-71.04397569999999
368 E ST,CM,CD,2022,0.0,502500.0,1900.0,02127,42.3390953,-71.0479556
353 CORNELL ST,CM,CD,2022,0.0,402800.0,1920.0,02131,42.2831403,-71.14055689999999
337 METROPOLITAN AV,CM,CD,2022,0.0,491000.0,1900.0,02131,42.2738393,-71.1241465
324 BEACON ST,CM,CD,2022,0.0,2018000.0,1960.0,02116,42.3528153,-71.0833878
312 DARTMOUTH ST,CM,CD,2022,0.0,4129400.0,1890.0,02116,42.352481,-71.07897679999999
301  319 COLUMBUS AV,CM,CD,2020,,1956700.0,2000.0,02116,42.3466886,-71.0747105
267 W SECOND ST,CM,CD,2022,0.0,300800.0,2000.0,02127,42.3397472,-71.0488499
262 W THIRD ST,CM,CD,2022,0.0,653900.0,1890.0,02127,42.3379679,-71.0471208
260 BEACON ST,CM,CD,2022,0.0,2866800.0,1880.0,02116,42.3536502,-71.0802561
254 SHAWMUT AV,CM,CD,2022,0.0,3528700.0,1900.0,02118,42.3433338,-71.0682666
250 ROSLINDALE AV,CM,CD,2022,0.0,650800.0,2000.0,02131,42.2796206,-71.13956639999999
240 AMORY ST,CM,CD,2022,0.0,792300.0,2010.0,02130,42.3158475,-71.1035634
239 WACHUSETT ST,CM,CD,2022,0.0,520300.0,1910.0,02130,42.2914344,-71.117116
237 BOLTON ST,CM,CD,2022,0.0,662900.0,1980.0,02127,42.3380276,-71.04690769999999
225 W FIFTH ST,CM,CD,2022,0.0,547800.0,1980.0,02127,42.3360426,-71.0503581
221 CUMMINS HW,CM,CD,2022,0.0,270000.0,1980.0,02131,42.2832142,-71.1270268
213 215 FLORENCE ST,CM,CD,2018,0.0,354100.0,2000.0,02131,42.28603630000001,-71.12029040000002
210 PARKER HILL AV,CM,CD,2022,0.0,709200.0,2000.0,02120,42.329119,-71.1027351
210 HUMBOLDT AV,CM,CD,2022,0.0,208600.0,2000.0,02121,42.3124027,-71.0899328
206 W NINTH ST,CM,CD,2022,0.0,663100.0,1900.0,02127,42.3332276,-71.052252
203 COMMONWEALTH AV,CM,CD,2022,0.0,2293100.0,1880.0,02116,42.351499,-71.08106839999999
202 W SIXTH ST,CM,CD,2022,0.0,754000.0,1990.0,02127,42.3354396,-71.0504845
193 W SIXTH ST,CM,CD,2022,0.0,958400.0,1990.0,02127,42.3354546,-71.0511926
193 W SECOND ST,CM,CD,2022,0.0,1287900.0,2010.0,02127,42.34131730000001,-71.05137979999999
193 LAMARTINE ST,CM,CD,2022,0.0,852400.0,2000.0,02130,42.3166486,-71.1053304
190 WALNUT ST,CM,CD,2022,0.0,703600.0,2000.0,02122,42.2913988,-71.0398319
181 FALCON ST,CM,CD,2022,0.0,442900.0,1980.0,02128,42.3817853,-71.0313139
176 SYCAMORE ST,CM,CD,2022,0.0,259200.0,1920.0,02131,42.2867921,-71.1229444
176 FISHER AV,CM,CD,2022,0.0,350000.0,1980.0,02120,42.3286453,-71.1080054
175 GENEVA AV,CM,CD,2022,0.0,472500.0,2010.0,02121,42.3049032,-71.0763949
175 ENDICOTT ST,CM,CD,2022,0.0,589500.0,1900.0,02113,42.36597039999999,-71.0574481
174 W EIGHTH ST,CM,CD,2022,0.0,499700.0,1900.0,02127,42.3340769,-71.05251
151 EMERSON ST,CM,CD,2022,0.0,468800.0,1920.0,02127,42.3353325,-71.039242
138  142 W NINTH ST,CM,CD,2021,0.0,527700.0,2000.0,02127,42.3345298,-71.0539474
135 W THIRD ST,CM,CD,2022,0.0,824800.0,1980.0,02127,42.3406678,-71.0518572
135 FLORENCE ST,CM,CD,2022,0.0,368200.0,1920.0,02131,42.2870423,-71.1231971
130 ROWE ST,CM,CD,2022,0.0,364800.0,1980.0,02131,42.280416,-71.1205652
129 MSGR P J LYDON WY,CM,CD,2022,0.0,385000.0,1900.0,02124,42.28961229999999,-71.0567244
129 BOLTON ST,CM,CD,2022,0.0,715500.0,1980.0,02127,42.34022119999999,-71.0503294
126 TYNDALE ST,CM,CD,2022,0.0,397100.0,1920.0,02131,42.2870582,-71.1429368
123 FALCON ST,CM,CD,2022,0.0,501000.0,1980.0,02128,42.3817763,-71.0340614
121 FARRAGUT RD,CM,CD,2022,0.0,1140200.0,1980.0,02127,42.33436469999999,-71.0253376
120 WALTER ST,CM,CD,2022,0.0,494900.0,1920.0,02131,42.2922409,-71.13081
116 WALTER ST,CM,CD,2022,0.0,385300.0,1920.0,02131,42.2920922,-71.13081
114 ROSLINDALE AV,CM,CD,2022,0.0,456100.0,2000.0,02131,42.2837867,-71.134614
112 WELD ST,CM,CD,2022,0.0,431400.0,1980.0,02132,42.294064,-71.13704969999999
111 L ST,CM,CD,2022,0.0,823300.0,1980.0,02127,42.3337805,-71.0354533
109 DRESSER ST,CM,CD,2022,0.0,1351500.0,2010.0,02127,42.33734889999999,-71.0443813
108 SYCAMORE ST,CM,CD,2022,0.0,411200.0,1920.0,02131,42.2849199,-71.12503389999999
106 W EIGHTH ST,CM,CD,2022,0.0,500400.0,1980.0,02127,42.335534,-71.054317
105 CALL ST,CM,CD,2022,0.0,1011700.0,2010.0,02130,42.3069283,-71.1107281
102 SEAVERNS AV,CM,CD,2022,0.0,557000.0,1930.0,02130,42.3107895,-71.1090462
101 OAKTON AV,CM,CD,2022,0.0,487500.0,1980.0,02122,42.2871515,-71.0495492
101 DRESSER ST,CM,CD,2022,0.0,1128000.0,2010.0,02127,42.3375445,-71.04454559999999
100 MYRTLEBANK AV,CM,CD,2022,0.0,437300.0,1980.0,02124,42.27945070000001,-71.0525045
98 Morris ST,CM,CD,2023,0.0,504400.0,1980.0,02128,42.3770014,-71.031672
96 WELLSMERE RD,CM,CD,2022,0.0,429500.0,1920.0,02131,42.2791512,-71.1331822
96 HILLSIDE ST,CM,CD,2022,0.0,535300.0,1980.0,02120,42.330581,-71.10373249999999
95 CLAYBOURNE ST,CM,CD,2022,0.0,363400.0,2000.0,02124,42.2960084,-71.0714584
94 CAPEN ST,CM,CD,2022,0.0,395000.0,1990.0,02124,42.2811026,-71.078755
93 KNOLL ST,CM,CD,2022,0.0,428700.0,1920.0,02131,42.2934947,-71.1357768
89 BIRD ST,CM,CD,2022,0.0,451500.0,2000.0,02125,42.3136457,-71.0704514
87 DENT ST,CM,CD,2022,0.0,307500.0,1920.0,02132,42.2833735,-71.16307019999999
86 COWING ST,CM,CD,2022,0.0,678600.0,2000.0,02132,42.2745543,-71.14937239999999
86 ALLEGHANY ST,CM,CD,2022,0.0,1147700.0,2000.0,02120,42.3310721,-71.1009772
84 DURNELL AV,CM,CD,2022,0.0,851200.0,2010.0,02131,42.285408,-71.1362503
83 WARREN ST,CM,CD,2022,0.0,668800.0,2000.0,02129,42.3745053,-71.06248819999999
83 CORNELL ST,CM,CD,2022,0.0,464600.0,1980.0,02131,42.276642,-71.1309028
82 WORDSWORTH ST,CM,CD,2022,0.0,626200.0,2010.0,02128,42.3847471,-71.0159907
82 GLENDOWER RD,CM,CD,2022,0.0,321400.0,1980.0,02131,42.2758455,-71.13197819999999
82 E BROOKLINE ST,CM,CD,2022,0.0,534600.0,2000.0,02118,42.3376198,-71.0699377
82 DARTMOUTH ST,CM,CD,2022,0.0,2282900.0,2000.0,02116,42.3453805,-71.0751665
81 PENFIELD ST,CM,CD,2022,0.0,408000.0,1910.0,02131,42.28614400000001,-71.135044
81 LAWN ST,CM,CD,2022,0.0,367400.0,1980.0,02120,42.3274636,-71.1066238
80 ROBEY ST,CM,CD,2022,0.0,307700.0,2000.0,02125,42.3212091,-71.0684544
80 DURNELL AV,CM,CD,2022,0.0,851200.0,2010.0,02131,42.285566,-71.1363799
79 BROOKSIDE AV,CM,CD,2022,0.0,496700.0,1910.0,02130,42.312101,-71.10474099999999
78 SEAVERNS AV,CM,CD,2022,0.0,839800.0,2010.0,02130,42.3112035,-71.1098689
78 LAWN ST,CM,CD,2022,0.0,532000.0,1980.0,02120,42.3272354,-71.10676939999999
77 ORCHARDHILL RD,CM,CD,2022,0.0,931900.0,2000.0,02130,42.2987703,-71.1104313
77 DRESSER ST,CM,CD,2022,0.0,977900.0,2010.0,02127,42.3380257,-71.045389
76 DURNELL AV,CM,CD,2022,0.0,630100.0,2000.0,02131,42.28555799999999,-71.13656879999999
76 BRADFIELD AV,CM,CD,2022,0.0,379500.0,1920.0,02131,42.2900139,-71.1409276
75 CORNELL ST,CM,CD,2022,0.0,490300.0,1980.0,02131,42.2765433,-71.1306136
74 SEAVERNS AV,CM,CD,2022,0.0,603400.0,1870.0,02130,42.3114649,-71.1102494
74 ROCKDALE ST,CM,CD,2022,0.0,283900.0,2000.0,02126,42.2666333,-71.098282
72 WARREN ST,CM,CD,2022,0.0,1453000.0,1870.0,02129,42.3741686,-71.0625044
71 SPRING PARK AV,CM,CD,2022,0.0,568000.0,1900.0,02130,42.3163329,-71.1083888
71 ROCKVIEW ST,CM,CD,2022,0.0,1003400.0,1990.0,02130,42.3143682,-71.1102448
70 SAVIN ST,CM,CD,2022,0.0,523300.0,2000.0,02119,42.3157601,-71.07905629999999
69 WYVERN ST,CM,CD,2022,0.0,830200.0,1910.0,02131,42.2870471,-71.1159186
67 DALE ST,CM,CD,2022,0.0,475100.0,2000.0,02119,42.3214693,-71.08583279999999
66 SAVIN ST,CM,CD,2022,0.0,512100.0,2000.0,02119,42.3158575,-71.0792347
65 BRADEEN ST,CM,CD,2022,0.0,500400.0,1910.0,02131,42.2901575,-71.1202133
63 WASHINGTON ST,CM,CD,2022,0.0,361400.0,1980.0,02136,42.2461139,-71.1200825
62 ROCKVIEW ST,CM,CD,2022,0.0,1152600.0,1990.0,02130,42.3140836,-71.1099448
62 HARDING RD,CM,CD,2022,0.0,315300.0,1960.0,02131,42.2819514,-71.1174202
61 BURROUGHS ST,CM,CD,2022,0.0,1853500.0,2000.0,02130,42.3144411,-71.1177604
59 FORBES ST,CM,CD,2022,0.0,683500.0,1910.0,02130,42.3205383,-71.1064371
58 NAHANT AV,CM,CD,2022,0.0,352300.0,2000.0,02122,42.2880996,-71.0519873
57 WENTWORTH ST,CM,CD,2022,0.0,298100.0,1990.0,02124,42.2865654,-71.07524169999999
57 VALE ST,CM,CD,2022,0.0,620400.0,2000.0,02119,42.3224209,-71.0943854
57 BOLTON ST,CM,CD,2022,0.0,591700.0,1980.0,02127,42.3416561,-71.0524643
56 WESTOVER ST,CM,CD,2022,0.0,438000.0,1920.0,02132,42.2930729,-71.1581156
54 CEDAR ST,CM,CD,2022,0.0,284200.0,1930.0,02126,42.2735985,-71.0757994
53 STIMSON ST,CM,CD,2022,0.0,477000.0,1990.0,02132,42.260761,-71.1591248
53 DAY ST,CM,CD,2022,0.0,453500.0,1930.0,02130,42.325247,-71.10798299999999
52 SHERIDAN ST,CM,CD,2022,0.0,756200.0,1980.0,02130,42.3209773,-71.1073315
51 ROBEY ST,CM,CD,2022,0.0,603000.0,2010.0,02125,42.3218326,-71.0685555
51 BULLARD ST,CM,CD,2022,0.0,504700.0,2010.0,02121,42.301876,-71.074912
49 SARGENT ST,CM,CD,2022,0.0,517500.0,2000.0,02125,42.31466899999999,-71.0735967
49 GLIDE ST,CM,CD,2022,0.0,407500.0,1980.0,02122,42.2852974,-71.0511238
48 SEAVERNS AV,CM,CD,2022,0.0,1019500.0,1890.0,02130,42.3119686,-71.1113106
48 PARLEY AV,CM,CD,2022,0.0,1010700.0,1990.0,02130,42.3142268,-71.1107521
48 COHASSET ST,CM,CD,2022,0.0,583100.0,1910.0,02131,42.284726,-71.1309957
47 RIDGE ST,CM,CD,2022,0.0,394100.0,1980.0,02131,42.286325,-71.1222007
47 REGENT ST,CM,CD,2022,0.0,209500.0,2000.0,02119,42.3247137,-71.085889
47 PRIESING ST,CM,CD,2022,0.0,484400.0,1920.0,02130,42.3217262,-71.1028437
47 BEACH ST,CM,CD,2022,0.0,355400.0,1980.0,02122,42.30222699999999,-71.0552098
46 ROSEBERY RD,CM,CD,2022,0.0,367700.0,1930.0,02136,42.2670242,-71.1038844
46 ROCKVALE CI,CM,CD,2022,0.0,550600.0,1980.0,02130,42.30694080000001,-71.10421459999999
46 MASCOT ST,CM,CD,2022,0.0,538700.0,2000.0,02124,42.2849947,-71.0843373
45 WYMAN ST,CM,CD,2022,0.0,914400.0,2000.0,02130,42.3209811,-71.1060233
45 HARLOW ST,CM,CD,2022,0.0,240800.0,1980.0,02125,42.3199021,-71.07283029999999
45 FULDA ST,CM,CD,2022,0.0,575000.0,2000.0,02119,42.3228369,-71.0939693
45 ELMORE ST,CM,CD,2022,0.0,897400.0,2010.0,02119,42.3198337,-71.0910851
44 FORBES ST,CM,CD,2022,0.0,1354200.0,2010.0,02130,42.3211474,-71.1066428
44 FAIRVIEW ST,CM,CD,2022,0.0,574000.0,1890.0,02131,42.2904658,-71.1290109
44 CRANSTON ST,CM,CD,2022,0.0,918700.0,1910.0,02130,42.3203939,-71.1075357
43 JACOB ST,CM,CD,2022,0.0,454200.0,2000.0,02124,42.2857151,-71.0836103
42 WINTON ST,CM,CD,2022,0.0,787700.0,2010.0,02131,42.2745487,-71.13402169999999
41 LEE ST,CM,CD,2022,0.0,807300.0,2000.0,02130,42.3064443,-71.1118072
41 JUNIPER ST,CM,CD,2022,0.0,354600.0,2000.0,02119,42.3260199,-71.0886902
40 WHITBY ST,CM,CD,2022,0.0,440300.0,1980.0,02128,42.388199,-71.0085112
40 WEBSTER ST,CM,CD,2022,0.0,268700.0,1980.0,02136,42.2586705,-71.12264019999999
40 SEAVERNS AV,CM,CD,2022,0.0,552700.0,1880.0,02130,42.3120051,-71.1119211
40 SALINA RD,CM,CD,2022,0.0,773900.0,2010.0,02122,42.2925067,-71.0495802
40 GRANFIELD AV,CM,CD,2022,0.0,494700.0,1980.0,02131,42.2894959,-71.12108549999999
40 EUTAW ST,CM,CD,2022,0.0,506800.0,1850.0,02128,42.3790914,-71.0382391
39 HALE ST,CM,CD,2022,0.0,383000.0,1980.0,02136,42.2604188,-71.12852079999999
39 FULDA ST,CM,CD,2022,0.0,360200.0,2000.0,02119,42.3228417,-71.0934139
39 DANFORTH ST,CM,CD,2022,0.0,874500.0,2000.0,02130,42.3178239,-71.10537459999999
39 AMHERST ST,CM,CD,2022,0.0,560600.0,1910.0,02131,42.285692,-71.13274299999999
38 WINTON ST,CM,CD,2022,0.0,369200.0,1920.0,02131,42.2745267,-71.1338785
37 GALLIVAN BLVD,CM,CD,2022,0.0,415800.0,1930.0,02124,42.2781886,-71.0772806
37 CEDRUS AV,CM,CD,2022,0.0,505800.0,2000.0,02131,42.27828239999999,-71.1355591
36 WYVERN ST,CM,CD,2022,0.0,796500.0,2010.0,02131,42.2880428,-71.1164096
36 WELLSMERE RD,CM,CD,2022,0.0,428900.0,1920.0,02131,42.2807403,-71.1356491
36 LAWN ST,CM,CD,2022,0.0,372100.0,1980.0,02120,42.3268397,-71.10508829999999
35 PARKER ST,CM,CD,2022,0.0,687500.0,2000.0,02129,42.3827387,-71.07955969999999
35 MIDDLE ST,CM,CD,2022,0.0,921100.0,2000.0,02127,42.331485,-71.0550176
35 KITTREDGE ST,CM,CD,2022,0.0,633100.0,2000.0,02131,42.283779,-71.12940189999999
34 WINTON ST,CM,CD,2022,0.0,350500.0,1920.0,02131,42.2746314,-71.133751
34 SALINA RD,CM,CD,2022,0.0,766900.0,2010.0,02122,42.2923441,-71.0494882
34 CHARME AV,CM,CD,2022,0.0,374100.0,1900.0,02131,42.2850954,-71.115261
33 ZELLER ST,CM,CD,2022,0.0,479300.0,1930.0,02131,42.2920574,-71.1362879
33 CASTLETON ST,CM,CD,2022,0.0,579600.0,1920.0,02130,42.3235129,-71.1142811
32 WYVERN ST,CM,CD,2022,0.0,780800.0,2010.0,02131,42.2882009,-71.11648439999999
32 LOURDES AV,CM,CD,2022,0.0,742300.0,2000.0,02130,42.3070233,-71.103487
32 JOHN A ANDREW ST,CM,CD,2022,0.0,787700.0,2000.0,02130,42.3081292,-71.11050449999999
31 WINTON ST,CM,CD,2022,0.0,457600.0,1980.0,02131,42.2748162,-71.1341338
31 SEAVERNS AV,CM,CD,2022,0.0,957800.0,1930.0,02130,42.3117511,-71.1123657
31 IROQUOIS ST,CM,CD,2022,0.0,942900.0,2000.0,02120,42.330287,-71.10412699999999
31 HAWTHORNE ST,CM,CD,2022,0.0,655900.0,2000.0,02119,42.3242342,-71.09218489999999
31 DEWEY ST,CM,CD,2022,0.0,231200.0,1990.0,02125,42.3165818,-71.0766218
31 ANAWAN AV,CM,CD,2022,0.0,582100.0,1990.0,02132,42.2856889,-71.14718599999999
30 HOLBROOK ST,CM,CD,2022,0.0,678500.0,1900.0,02130,42.3104352,-71.1175631
29 RIVERSIDE SQ,CM,CD,2022,0.0,366100.0,1920.0,02136,42.2605849,-71.11388889999999
29 HAYDEN ST,CM,CD,2022,0.0,551700.0,1990.0,02120,42.3276875,-71.10642469999999
28 JOHN A ANDREW ST,CM,CD,2022,0.0,903600.0,1870.0,02130,42.3082891,-71.11047359999999
28 I ST,CM,CD,2022,0.0,556600.0,1980.0,02127,42.3371299,-71.03984369999999
27 SILVIA CT,CM,CD,2022,0.0,362500.0,1960.0,02136,42.2556095,-71.1421873
27 ELLINGWOOD ST,CM,CD,2022,0.0,393900.0,1980.0,02120,42.3286938,-71.1085654
27 ALLEN ST,CM,CD,2022,0.0,355300.0,1900.0,02131,42.2818482,-71.12105009999999
26 ELLINGWOOD ST,CM,CD,2022,0.0,456300.0,1980.0,02120,42.3284974,-71.10880709999999
26 DORR ST,CM,CD,2022,0.0,743200.0,2000.0,02119,42.32734600000001,-71.09132989999999
25 ROBINWOOD AV,CM,CD,2022,0.0,358500.0,1920.0,02130,42.3164865,-71.112533
25 PINECLIFF RD,CM,CD,2022,0.0,318600.0,1980.0,02132,42.2659578,-71.15375209999999
24 KNOWLTON ST,CM,CD,2022,0.0,338100.0,2000.0,02127,42.3320968,-71.04972289999999
24 GREEN ST,CM,CD,2022,0.0,807900.0,1890.0,02130,42.31297199999999,-71.11259299999999
23 PLAINFIELD ST,CM,CD,2022,0.0,488000.0,1980.0,02130,42.3037679,-71.1068742
23 ALLEN ST,CM,CD,2022,0.0,502600.0,1900.0,02131,42.2818482,-71.12105009999999
22 OAKWOOD ST,CM,CD,2022,0.0,470500.0,2000.0,02136,42.2686831,-71.1099778
22 MASON ST,CM,CD,2022,0.0,458700.0,2000.0,02136,42.2475939,-71.1262407
22 MAPLE ST,CM,CD,2022,0.0,442400.0,1920.0,02132,42.2876732,-71.15463050000001
22 ARBOROUGH RD,CM,CD,2022,0.0,455300.0,1930.0,02131,42.2898231,-71.128377
21 WARREN ST,CM,CD,2022,0.0,820000.0,2010.0,02129,42.373014,-71.06034
21 HALIFAX ST,CM,CD,2022,0.0,570600.0,1920.0,02130,42.3207376,-71.1133095
21 DOWNER CT,CM,CD,2022,0.0,453200.0,2000.0,02122,42.3102635,-71.0646015
20 CHESHIRE ST,CM,CD,2022,0.0,961000.0,2000.0,02130,42.312302,-71.10949
20 ATHERTON AV,CM,CD,2022,0.0,535800.0,2000.0,02131,42.2835871,-71.1302092
19 LORRAINE ST,CM,CD,2022,0.0,442100.0,1920.0,02131,42.2842961,-71.145477
19 BEACON ST,CM,CD,2022,0.0,455500.0,1910.0,02136,42.252908,-71.11712279999999
18 SILVIA CT,CM,CD,2022,0.0,363100.0,1980.0,02136,42.2558708,-71.1419201
18 MT CALVARY RD,CM,CD,2022,0.0,276000.0,1980.0,02131,42.2804239,-71.113176
18 HOLLANDER ST,CM,CD,2022,0.0,271000.0,1980.0,02121,42.3156093,-71.0897628
17 SIGOURNEY ST,CM,CD,2022,0.0,870700.0,2000.0,02130,42.3087672,-71.09970799999999
17 SEGEL ST,CM,CD,2022,0.0,953100.0,1990.0,02130,42.3138721,-71.1095856
17 SEDGWICK ST,CM,CD,2022,0.0,785100.0,2000.0,02130,42.308288,-71.1148059
17 BARRY ST,CM,CD,2022,0.0,290200.0,1980.0,02136,42.2538792,-71.1274749
16 CLAYMONT TE,CM,CD,2022,0.0,522300.0,1910.0,02122,42.2932377,-71.05200289999999
15 WENLOCK RD,CM,CD,2022,0.0,478500.0,1980.0,02122,42.284097,-71.0486942
15 STOCK ST,CM,CD,2022,0.0,448700.0,1980.0,02122,42.2841571,-71.0491553
15 PLAINFIELD ST,CM,CD,2022,0.0,763000.0,1900.0,02130,42.304185,-71.1064391
15 JUNE ST,CM,CD,2022,0.0,665400.0,,02131,42.2763758,-71.13535209999999
15 BROWN AV,CM,CD,2022,0.0,526100.0,1910.0,02131,42.2804317,-71.1238934
14 WARREN SQ,CM,CD,2022,0.0,912100.0,1870.0,02130,42.3129977,-71.11221710000001
14 PENFIELD ST,CM,CD,2022,0.0,396600.0,1930.0,02131,42.2851155,-71.13278559999999
14 CONWAY ST,CM,CD,2022,0.0,481900.0,1910.0,02131,42.288654,-71.12995099999999
14 BURNETT ST,CM,CD,2022,0.0,724200.0,2010.0,02130,42.3047987,-71.109917
13 MILL ST,CM,CD,2022,0.0,712500.0,2000.0,02122,42.3004904,-71.0522434
13 FAIRLAND ST,CM,CD,2022,0.0,274900.0,1980.0,02119,42.3251837,-71.07849829999999
12 SOLEY ST,CM,CD,2022,0.0,805500.0,1960.0,02129,42.3742926,-71.0617668
12 HALF MOON ST,CM,CD,2022,0.0,851400.0,2010.0,02125,42.3162809,-71.0721312
12 GUILD ST,CM,CD,2022,0.0,461300.0,2000.0,02119,42.3262525,-71.08857569999999
12 ELM ST,CM,CD,2022,0.0,414900.0,1900.0,02122,42.3007974,-71.0534543
12 CHESHIRE ST,CM,CD,2022,0.0,824300.0,2000.0,02130,42.3121277,-71.1095848
12 BILTMORE ST,CM,CD,2022,0.0,677400.0,1900.0,02130,42.3131931,-71.1087137
11 LESTER PL,CM,CD,2022,0.0,647700.0,1890.0,02130,42.3135203,-71.1133629
11 ENNIS RD,CM,CD,2022,0.0,301700.0,1960.0,02119,42.3127459,-71.0978044
9 RALDNE RD,CM,CD,2022,0.0,353900.0,1980.0,02136,42.2547925,-71.1404187
9 KENTON RD,CM,CD,2022,0.0,681100.0,2010.0,02130,42.3069827,-71.10624729999999
9 HARROW ST,CM,CD,2022,0.0,483900.0,2000.0,02125,42.3196036,-71.0670839
9 CHARLES ST,CM,CD,2022,0.0,450500.0,2000.0,02136,42.2513201,-71.13213019999999
9 CERINA RD,CM,CD,2022,0.0,910400.0,2000.0,02130,42.3127861,-71.1073746
9 BELMONT ST,CM,CD,2023,0.0,1361100.0,2010.0,02129,42.3808459,-71.0655757
8 WARREN SQ,CM,CD,2022,0.0,1060800.0,1880.0,02130,42.3133165,-71.1120561
8 SEMINARY ST,CM,CD,2022,0.0,606300.0,1890.0,02129,42.3747368,-71.0647421
8 OAKWOOD ST,CM,CD,2022,0.0,256700.0,1980.0,02136,42.268979,-71.1104477
8 MOHAWK ST,CM,CD,2022,0.0,600000.0,2000.0,02127,42.3288948,-71.0555574
8 HOLBROOK ST,CM,CD,2022,0.0,747300.0,1900.0,02130,42.3094912,-71.1169586
8 GUILD ST,CM,CD,2022,0.0,470700.0,2000.0,02119,42.3261626,-71.0881977
8 GRAHAM TE,CM,CD,2022,0.0,487400.0,1920.0,02132,42.2797554,-71.1626756
8 DARTMOUTH ST,CM,CD,2022,0.0,850200.0,1890.0,02116,42.3431184,-71.0740251
7 WOODROW AV,CM,CD,2022,0.0,402000.0,2000.0,02124,42.2882531,-71.078171
7 HUBBARD ST,CM,CD,2022,0.0,516700.0,1900.0,02130,42.3165053,-71.106312
7 CLIFTONDALE ST,CM,CD,2022,0.0,607200.0,2000.0,02131,42.2833803,-71.1296522
7 CHAMBLET ST,CM,CD,2022,0.0,641100.0,2000.0,02125,42.3160233,-71.0718101
7 BEECH GLEN ST,CM,CD,2022,0.0,652200.0,1990.0,02119,42.3258697,-71.095675
6 WARREN SQ,CM,CD,2022,0.0,933400.0,2000.0,02130,42.3130002,-71.1122427
6 GORDON AV,CM,CD,2022,0.0,313800.0,2000.0,02136,42.25583930000001,-71.125813
6 EVERETT ST,CM,CD,2022,0.0,737500.0,2000.0,02122,42.3018611,-71.0529414
6 CHISHOLM LA,CM,CD,2022,0.0,550000.0,2000.0,02131,42.2757988,-71.1285084
5 SIGOURNEY ST,CM,CD,2022,0.0,927100.0,2000.0,02130,42.30849920000001,-71.10028129999999
5 HUNTER ST,CM,CD,2022,0.0,837100.0,2010.0,02131,42.28783199999999,-71.117845
5 HILLVIEW AV,CM,CD,2022,0.0,330700.0,1910.0,02131,42.2801688,-71.12760829999999
5 ELIOT PL,CM,CD,2022,0.0,511100.0,1900.0,02130,42.3127176,-71.11749069999999
5 CLARKSON ST,CM,CD,2022,0.0,515500.0,2010.0,02125,42.3096751,-71.0658299
5 ARDEE ST,CM,CD,2022,0.0,637000.0,1990.0,02128,42.3662048,-71.03026419999999
